"","Year","Month","Day","Hour","AQI","RawConc","date","YearName","Month_Name"
"6507",2018,10,24,14,95,34,2018-10-24 14:00:00,"2018","October"
"6508",2018,10,24,15,104,42,2018-10-24 15:00:00,"2018","October"
"6509",2018,10,24,16,122,54,2018-10-24 16:00:00,"2018","October"
"6510",2018,10,24,17,149,64,2018-10-24 17:00:00,"2018","October"
"6511",2018,10,24,18,153,63,2018-10-24 18:00:00,"2018","October"
"6512",2018,10,24,19,153,61,2018-10-24 19:00:00,"2018","October"
"6513",2018,10,24,20,154,63,2018-10-24 20:00:00,"2018","October"
"6514",2018,10,24,21,155,65,2018-10-24 21:00:00,"2018","October"
"6515",2018,10,24,22,152,52,2018-10-24 22:00:00,"2018","October"
"6516",2018,10,24,23,140,45,2018-10-24 23:00:00,"2018","October"
"6517",2018,10,25,0,122,37,2018-10-25 00:00:00,"2018","October"
"6518",2018,10,25,1,120,42,2018-10-25 01:00:00,"2018","October"
"6519",2018,10,25,2,120,42,2018-10-25 02:00:00,"2018","October"
"6520",2018,10,25,3,116,39,2018-10-25 03:00:00,"2018","October"
"6521",2018,10,25,4,111,37,2018-10-25 04:00:00,"2018","October"
"6522",2018,10,25,5,112,41,2018-10-25 05:00:00,"2018","October"
"6523",2018,10,25,6,113,41,2018-10-25 06:00:00,"2018","October"
"6524",2018,10,25,7,123,50,2018-10-25 07:00:00,"2018","October"
"6525",2018,10,25,8,128,49,2018-10-25 08:00:00,"2018","October"
"6526",2018,10,25,9,126,48,2018-10-25 09:00:00,"2018","October"
"6527",2018,10,25,10,127,47,2018-10-25 10:00:00,"2018","October"
"6528",2018,10,25,11,136,56,2018-10-25 11:00:00,"2018","October"
"6529",2018,10,25,12,145,59,2018-10-25 12:00:00,"2018","October"
"6530",2018,10,25,13,152,63,2018-10-25 13:00:00,"2018","October"
"6531",2018,10,25,14,154,65,2018-10-25 14:00:00,"2018","October"
"6532",2018,10,25,15,156,69,2018-10-25 15:00:00,"2018","October"
"6533",2018,10,25,16,155,63,2018-10-25 16:00:00,"2018","October"
"6534",2018,10,25,17,155,64,2018-10-25 17:00:00,"2018","October"
"6535",2018,10,25,18,153,53,2018-10-25 18:00:00,"2018","October"
"6536",2018,10,25,19,152,50,2018-10-25 19:00:00,"2018","October"
"6537",2018,10,25,20,146,47,2018-10-25 20:00:00,"2018","October"
"6538",2018,10,25,21,141,48,2018-10-25 21:00:00,"2018","October"
"6539",2018,10,25,22,139,49,2018-10-25 22:00:00,"2018","October"
"6540",2018,10,25,23,136,47,2018-10-25 23:00:00,"2018","October"
"6541",2018,10,26,0,136,50,2018-10-26 00:00:00,"2018","October"
"6542",2018,10,26,1,132,45,2018-10-26 01:00:00,"2018","October"
"6543",2018,10,26,2,132,49,2018-10-26 02:00:00,"2018","October"
"6544",2018,10,26,3,132,47,2018-10-26 03:00:00,"2018","October"
"6545",2018,10,26,4,127,43,2018-10-26 04:00:00,"2018","October"
"6546",2018,10,26,5,129,46,2018-10-26 05:00:00,"2018","October"
"6547",2018,10,26,6,133,55,2018-10-26 06:00:00,"2018","October"
"6548",2018,10,26,7,140,59,2018-10-26 07:00:00,"2018","October"
"6549",2018,10,26,8,147,60,2018-10-26 08:00:00,"2018","October"
"6550",2018,10,26,9,151,59,2018-10-26 09:00:00,"2018","October"
"6551",2018,10,26,10,150,55,2018-10-26 10:00:00,"2018","October"
"6552",2018,10,26,11,152,62,2018-10-26 11:00:00,"2018","October"
"6553",2018,10,26,12,154,66,2018-10-26 12:00:00,"2018","October"
"6554",2018,10,26,13,155,67,2018-10-26 13:00:00,"2018","October"
"6555",2018,10,26,14,142,37,2018-10-26 14:00:00,"2018","October"
"6556",2018,10,26,15,132,43,2018-10-26 15:00:00,"2018","October"
"6557",2018,10,26,16,134,50,2018-10-26 16:00:00,"2018","October"
"6558",2018,10,26,17,124,40,2018-10-26 17:00:00,"2018","October"
"6559",2018,10,26,18,109,33,2018-10-26 18:00:00,"2018","October"
"6560",2018,10,26,19,108,38,2018-10-26 19:00:00,"2018","October"
"6561",2018,10,26,20,110,40,2018-10-26 20:00:00,"2018","October"
"6562",2018,10,26,21,105,35,2018-10-26 21:00:00,"2018","October"
"6563",2018,10,26,22,105,37,2018-10-26 22:00:00,"2018","October"
"6564",2018,10,26,23,106,38,2018-10-26 23:00:00,"2018","October"
"6565",2018,10,27,0,108,39,2018-10-27 00:00:00,"2018","October"
"6566",2018,10,27,1,106,37,2018-10-27 01:00:00,"2018","October"
"6567",2018,10,27,2,107,38,2018-10-27 02:00:00,"2018","October"
"6568",2018,10,27,3,105,36,2018-10-27 03:00:00,"2018","October"
"6569",2018,10,27,4,105,36,2018-10-27 04:00:00,"2018","October"
"6570",2018,10,27,5,103,35,2018-10-27 05:00:00,"2018","October"
"6571",2018,10,27,6,105,40,2018-10-27 06:00:00,"2018","October"
"6572",2018,10,27,7,107,42,2018-10-27 07:00:00,"2018","October"
"6573",2018,10,27,8,110,43,2018-10-27 08:00:00,"2018","October"
"6574",2018,10,27,9,113,44,2018-10-27 09:00:00,"2018","October"
"6575",2018,10,27,10,124,52,2018-10-27 10:00:00,"2018","October"
"6576",2018,10,27,11,135,56,2018-10-27 11:00:00,"2018","October"
"6577",2018,10,27,12,138,52,2018-10-27 12:00:00,"2018","October"
"6578",2018,10,27,13,131,43,2018-10-27 13:00:00,"2018","October"
"6579",2018,10,27,14,121,37,2018-10-27 14:00:00,"2018","October"
"6580",2018,10,27,15,108,32,2018-10-27 15:00:00,"2018","October"
"6581",2018,10,27,16,88,22,2018-10-27 16:00:00,"2018","October"
"6582",2018,10,27,17,86,28,2018-10-27 17:00:00,"2018","October"
"6583",2018,10,27,18,87,30,2018-10-27 18:00:00,"2018","October"
"6584",2018,10,27,19,90,32,2018-10-27 19:00:00,"2018","October"
"6585",2018,10,27,20,90,31,2018-10-27 20:00:00,"2018","October"
"6586",2018,10,27,21,79,20,2018-10-27 21:00:00,"2018","October"
"6587",2018,10,27,22,63,10,2018-10-27 22:00:00,"2018","October"
"6588",2018,10,27,23,56,11,2018-10-27 23:00:00,"2018","October"
"6589",2018,10,28,0,55,14,2018-10-28 00:00:00,"2018","October"
"6590",2018,10,28,1,50,10,2018-10-28 01:00:00,"2018","October"
"6591",2018,10,28,2,46,10,2018-10-28 02:00:00,"2018","October"
"6592",2018,10,28,3,56,18,2018-10-28 03:00:00,"2018","October"
"6593",2018,10,28,4,60,18,2018-10-28 04:00:00,"2018","October"
"6594",2018,10,28,5,59,16,2018-10-28 05:00:00,"2018","October"
"6595",2018,10,28,6,61,18,2018-10-28 06:00:00,"2018","October"
"6596",2018,10,28,7,68,23,2018-10-28 07:00:00,"2018","October"
"6597",2018,10,28,8,68,20,2018-10-28 08:00:00,"2018","October"
"6598",2018,10,28,9,69,21,2018-10-28 09:00:00,"2018","October"
"6599",2018,10,28,10,71,23,2018-10-28 10:00:00,"2018","October"
"6600",2018,10,28,11,128,71,2018-10-28 11:00:00,"2018","October"
"6601",2018,10,28,12,158,91,2018-10-28 12:00:00,"2018","October"
"6602",2018,10,28,14,121,31,2018-10-28 14:00:00,"2018","October"
"6603",2018,10,28,15,95,25,2018-10-28 15:00:00,"2018","October"
"6604",2018,10,28,16,88,27,2018-10-28 16:00:00,"2018","October"
"6605",2018,10,28,17,84,26,2018-10-28 17:00:00,"2018","October"
"6606",2018,10,28,18,86,30,2018-10-28 18:00:00,"2018","October"
"6607",2018,10,28,19,78,21,2018-10-28 19:00:00,"2018","October"
"6608",2018,10,28,20,72,19,2018-10-28 20:00:00,"2018","October"
"6609",2018,10,28,21,71,21,2018-10-28 21:00:00,"2018","October"
"6610",2018,10,28,22,66,17,2018-10-28 22:00:00,"2018","October"
"6611",2018,10,28,23,62,15,2018-10-28 23:00:00,"2018","October"
"6612",2018,10,29,0,66,21,2018-10-29 00:00:00,"2018","October"
"6613",2018,10,29,1,68,21,2018-10-29 01:00:00,"2018","October"
"6614",2018,10,29,2,64,17,2018-10-29 02:00:00,"2018","October"
"6615",2018,10,29,3,64,18,2018-10-29 03:00:00,"2018","October"
"6616",2018,10,29,4,68,22,2018-10-29 04:00:00,"2018","October"
"6617",2018,10,29,5,70,22,2018-10-29 05:00:00,"2018","October"
"6618",2018,10,29,6,73,25,2018-10-29 06:00:00,"2018","October"
"6619",2018,10,29,7,79,28,2018-10-29 07:00:00,"2018","October"
"6620",2018,10,29,8,83,29,2018-10-29 08:00:00,"2018","October"
"6621",2018,10,29,9,81,26,2018-10-29 09:00:00,"2018","October"
"6622",2018,10,29,10,84,29,2018-10-29 10:00:00,"2018","October"
"6623",2018,10,29,11,79,23,2018-10-29 11:00:00,"2018","October"
"6624",2018,10,29,12,84,31,2018-10-29 12:00:00,"2018","October"
"6625",2018,10,29,13,85,29,2018-10-29 13:00:00,"2018","October"
"6626",2018,10,29,14,84,27,2018-10-29 14:00:00,"2018","October"
"6627",2018,10,29,15,92,37,2018-10-29 15:00:00,"2018","October"
"6628",2018,10,29,16,89,28,2018-10-29 16:00:00,"2018","October"
"6629",2018,10,29,17,91,33,2018-10-29 17:00:00,"2018","October"
"6630",2018,10,29,18,95,36,2018-10-29 18:00:00,"2018","October"
"6631",2018,10,29,19,95,33,2018-10-29 19:00:00,"2018","October"
"6632",2018,10,29,20,97,36,2018-10-29 20:00:00,"2018","October"
"6633",2018,10,29,21,97,34,2018-10-29 21:00:00,"2018","October"
"6634",2018,10,29,22,94,30,2018-10-29 22:00:00,"2018","October"
"6635",2018,10,29,23,96,35,2018-10-29 23:00:00,"2018","October"
"6636",2018,10,30,0,91,26,2018-10-30 00:00:00,"2018","October"
"6637",2018,10,30,1,92,32,2018-10-30 01:00:00,"2018","October"
"6638",2018,10,30,2,95,36,2018-10-30 02:00:00,"2018","October"
"6639",2018,10,30,3,98,38,2018-10-30 03:00:00,"2018","October"
"6640",2018,10,30,4,100,37,2018-10-30 04:00:00,"2018","October"
"6641",2018,10,30,5,107,42,2018-10-30 05:00:00,"2018","October"
"6642",2018,10,30,6,121,49,2018-10-30 06:00:00,"2018","October"
"6643",2018,10,30,7,127,49,2018-10-30 07:00:00,"2018","October"
"6644",2018,10,30,8,136,53,2018-10-30 08:00:00,"2018","October"
"6645",2018,10,30,9,139,52,2018-10-30 09:00:00,"2018","October"
"6646",2018,10,30,10,139,51,2018-10-30 10:00:00,"2018","October"
"6647",2018,10,30,11,141,53,2018-10-30 11:00:00,"2018","October"
"6648",2018,10,30,12,145,56,2018-10-30 12:00:00,"2018","October"
"6649",2018,10,30,13,150,59,2018-10-30 13:00:00,"2018","October"
"6650",2018,10,30,14,152,60,2018-10-30 14:00:00,"2018","October"
"6651",2018,10,30,15,151,54,2018-10-30 15:00:00,"2018","October"
"6652",2018,10,30,16,143,46,2018-10-30 16:00:00,"2018","October"
"6653",2018,10,30,17,141,48,2018-10-30 17:00:00,"2018","October"
"6654",2018,10,30,18,130,40,2018-10-30 18:00:00,"2018","October"
"6655",2018,10,30,19,104,29,2018-10-30 19:00:00,"2018","October"
"6656",2018,10,30,20,91,25,2018-10-30 20:00:00,"2018","October"
"6657",2018,10,30,21,83,24,2018-10-30 21:00:00,"2018","October"
"6658",2018,10,30,22,77,22,2018-10-30 22:00:00,"2018","October"
"6659",2018,10,30,23,89,36,2018-10-30 23:00:00,"2018","October"
"6660",2018,10,31,0,93,34,2018-10-31 00:00:00,"2018","October"
"6661",2018,10,31,1,90,29,2018-10-31 01:00:00,"2018","October"
"6662",2018,10,31,2,88,29,2018-10-31 02:00:00,"2018","October"
"6663",2018,10,31,3,97,38,2018-10-31 03:00:00,"2018","October"
"6664",2018,10,31,4,108,43,2018-10-31 04:00:00,"2018","October"
"6665",2018,10,31,5,97,30,2018-10-31 05:00:00,"2018","October"
"6666",2018,10,31,6,96,33,2018-10-31 06:00:00,"2018","October"
"6667",2018,10,31,7,96,33,2018-10-31 07:00:00,"2018","October"
"6668",2018,10,31,8,90,28,2018-10-31 08:00:00,"2018","October"
"6669",2018,10,31,9,93,34,2018-10-31 09:00:00,"2018","October"
"6670",2018,10,31,10,92,30,2018-10-31 10:00:00,"2018","October"
"6671",2018,10,31,11,151,81,2018-10-31 11:00:00,"2018","October"
"6672",2018,10,31,12,138,45,2018-10-31 12:00:00,"2018","October"
"6673",2018,10,31,13,132,46,2018-10-31 13:00:00,"2018","October"
"6674",2018,10,31,14,130,46,2018-10-31 14:00:00,"2018","October"
"6675",2018,10,31,15,128,46,2018-10-31 15:00:00,"2018","October"
"6676",2018,10,31,16,125,44,2018-10-31 16:00:00,"2018","October"
"6677",2018,10,31,17,127,47,2018-10-31 17:00:00,"2018","October"
"6678",2018,10,31,18,131,49,2018-10-31 18:00:00,"2018","October"
"6679",2018,10,31,19,129,46,2018-10-31 19:00:00,"2018","October"
"6680",2018,10,31,20,131,49,2018-10-31 20:00:00,"2018","October"
"6681",2018,10,31,21,136,52,2018-10-31 21:00:00,"2018","October"
"6682",2018,10,31,22,136,50,2018-10-31 22:00:00,"2018","October"
"6683",2018,10,31,23,140,59,2018-10-31 23:00:00,"2018","October"
"6684",2018,11,1,0,143,55,2018-11-01 00:00:00,"2018","November"
"6685",2018,11,1,1,148,60,2018-11-01 01:00:00,"2018","November"
"6686",2018,11,1,2,154,70,2018-11-01 02:00:00,"2018","November"
"6687",2018,11,1,3,154,60,2018-11-01 03:00:00,"2018","November"
"6688",2018,11,1,4,153,56,2018-11-01 04:00:00,"2018","November"
"6689",2018,11,1,5,148,46,2018-11-01 05:00:00,"2018","November"
"6690",2018,11,1,6,142,48,2018-11-01 06:00:00,"2018","November"
"6691",2018,11,1,7,142,52,2018-11-01 07:00:00,"2018","November"
"6692",2018,11,1,8,142,52,2018-11-01 08:00:00,"2018","November"
"6693",2018,11,1,9,144,55,2018-11-01 09:00:00,"2018","November"
"6694",2018,11,1,10,149,58,2018-11-01 10:00:00,"2018","November"
"6695",2018,11,1,11,151,59,2018-11-01 11:00:00,"2018","November"
"6696",2018,11,1,12,151,56,2018-11-01 12:00:00,"2018","November"
"6697",2018,11,1,13,147,51,2018-11-01 13:00:00,"2018","November"
"6698",2018,11,1,14,145,51,2018-11-01 14:00:00,"2018","November"
"6699",2018,11,1,15,141,46,2018-11-01 15:00:00,"2018","November"
"6700",2018,11,1,16,129,39,2018-11-01 16:00:00,"2018","November"
"6701",2018,11,1,17,122,39,2018-11-01 17:00:00,"2018","November"
"6702",2018,11,1,18,111,35,2018-11-01 18:00:00,"2018","November"
"6703",2018,11,1,19,93,26,2018-11-01 19:00:00,"2018","November"
"6704",2018,11,1,20,82,22,2018-11-01 20:00:00,"2018","November"
"6705",2018,11,1,21,83,28,2018-11-01 21:00:00,"2018","November"
"6706",2018,11,1,22,88,32,2018-11-01 22:00:00,"2018","November"
"6707",2018,11,1,23,88,30,2018-11-01 23:00:00,"2018","November"
"6708",2018,11,2,0,95,36,2018-11-02 00:00:00,"2018","November"
"6709",2018,11,2,1,92,30,2018-11-02 01:00:00,"2018","November"
"6710",2018,11,2,2,87,27,2018-11-02 02:00:00,"2018","November"
"6711",2018,11,2,3,92,34,2018-11-02 03:00:00,"2018","November"
"6712",2018,11,2,4,96,36,2018-11-02 04:00:00,"2018","November"
"6713",2018,11,2,5,97,36,2018-11-02 05:00:00,"2018","November"
"6714",2018,11,2,6,92,28,2018-11-02 06:00:00,"2018","November"
"6715",2018,11,2,7,90,29,2018-11-02 07:00:00,"2018","November"
"6716",2018,11,2,8,95,38,2018-11-02 08:00:00,"2018","November"
"6717",2018,11,2,9,94,31,2018-11-02 09:00:00,"2018","November"
"6718",2018,11,2,10,96,36,2018-11-02 10:00:00,"2018","November"
"6719",2018,11,2,11,100,39,2018-11-02 11:00:00,"2018","November"
"6720",2018,11,2,12,106,41,2018-11-02 12:00:00,"2018","November"
"6721",2018,11,2,13,111,43,2018-11-02 13:00:00,"2018","November"
"6722",2018,11,2,14,105,33,2018-11-02 14:00:00,"2018","November"
"6723",2018,11,2,15,96,27,2018-11-02 15:00:00,"2018","November"
"6724",2018,11,2,16,84,23,2018-11-02 16:00:00,"2018","November"
"6725",2018,11,2,17,71,16,2018-11-02 17:00:00,"2018","November"
"6726",2018,11,2,18,68,19,2018-11-02 18:00:00,"2018","November"
"6727",2018,11,2,19,70,22,2018-11-02 19:00:00,"2018","November"
"6728",2018,11,2,20,69,20,2018-11-02 20:00:00,"2018","November"
"6729",2018,11,2,21,68,20,2018-11-02 21:00:00,"2018","November"
"6730",2018,11,2,22,72,24,2018-11-02 22:00:00,"2018","November"
"6731",2018,11,2,23,72,22,2018-11-02 23:00:00,"2018","November"
"6732",2018,11,3,0,71,21,2018-11-03 00:00:00,"2018","November"
"6733",2018,11,3,1,67,18,2018-11-03 01:00:00,"2018","November"
"6734",2018,11,3,2,67,19,2018-11-03 02:00:00,"2018","November"
"6735",2018,11,3,3,60,13,2018-11-03 03:00:00,"2018","November"
"6736",2018,11,3,4,66,23,2018-11-03 04:00:00,"2018","November"
"6737",2018,11,3,5,73,26,2018-11-03 05:00:00,"2018","November"
"6738",2018,11,3,6,71,21,2018-11-03 06:00:00,"2018","November"
"6739",2018,11,3,7,82,32,2018-11-03 07:00:00,"2018","November"
"6740",2018,11,3,8,82,27,2018-11-03 08:00:00,"2018","November"
"6741",2018,11,3,9,78,23,2018-11-03 09:00:00,"2018","November"
"6742",2018,11,3,10,77,24,2018-11-03 10:00:00,"2018","November"
"6743",2018,11,3,11,81,28,2018-11-03 11:00:00,"2018","November"
"6744",2018,11,3,12,83,28,2018-11-03 12:00:00,"2018","November"
"6745",2018,11,3,13,91,35,2018-11-03 13:00:00,"2018","November"
"6746",2018,11,3,14,88,28,2018-11-03 14:00:00,"2018","November"
"6747",2018,11,3,15,86,28,2018-11-03 15:00:00,"2018","November"
"6748",2018,11,3,16,85,28,2018-11-03 16:00:00,"2018","November"
"6749",2018,11,3,17,81,24,2018-11-03 17:00:00,"2018","November"
"6750",2018,11,3,18,83,28,2018-11-03 18:00:00,"2018","November"
"6751",2018,11,3,19,80,23,2018-11-03 19:00:00,"2018","November"
"6752",2018,11,3,20,81,28,2018-11-03 20:00:00,"2018","November"
"6753",2018,11,3,21,81,26,2018-11-03 21:00:00,"2018","November"
"6754",2018,11,3,22,80,25,2018-11-03 22:00:00,"2018","November"
"6755",2018,11,3,23,77,22,2018-11-03 23:00:00,"2018","November"
"6756",2018,11,4,0,76,23,2018-11-04 00:00:00,"2018","November"
"6757",2018,11,4,1,70,17,2018-11-04 01:00:00,"2018","November"
"6758",2018,11,4,2,71,23,2018-11-04 02:00:00,"2018","November"
"6759",2018,11,4,3,73,24,2018-11-04 03:00:00,"2018","November"
"6760",2018,11,4,4,70,19,2018-11-04 04:00:00,"2018","November"
"6761",2018,11,4,5,65,16,2018-11-04 05:00:00,"2018","November"
"6762",2018,11,4,6,66,20,2018-11-04 06:00:00,"2018","November"
"6763",2018,11,4,7,74,28,2018-11-04 07:00:00,"2018","November"
"6764",2018,11,4,8,76,25,2018-11-04 08:00:00,"2018","November"
"6765",2018,11,4,9,75,23,2018-11-04 09:00:00,"2018","November"
"6766",2018,11,4,10,79,28,2018-11-04 10:00:00,"2018","November"
"6767",2018,11,4,11,82,29,2018-11-04 11:00:00,"2018","November"
"6768",2018,11,4,12,84,29,2018-11-04 12:00:00,"2018","November"
"6769",2018,11,4,13,81,25,2018-11-04 13:00:00,"2018","November"
"6770",2018,11,4,14,82,27,2018-11-04 14:00:00,"2018","November"
"6771",2018,11,4,15,77,22,2018-11-04 15:00:00,"2018","November"
"6772",2018,11,4,16,76,23,2018-11-04 16:00:00,"2018","November"
"6773",2018,11,4,17,76,23,2018-11-04 17:00:00,"2018","November"
"6774",2018,11,4,18,72,19,2018-11-04 18:00:00,"2018","November"
"6775",2018,11,4,19,75,26,2018-11-04 19:00:00,"2018","November"
"6776",2018,11,4,20,77,27,2018-11-04 20:00:00,"2018","November"
"6777",2018,11,4,21,75,22,2018-11-04 21:00:00,"2018","November"
"6778",2018,11,4,22,68,16,2018-11-04 22:00:00,"2018","November"
"6779",2018,11,4,23,74,26,2018-11-04 23:00:00,"2018","November"
"6780",2018,11,5,0,70,19,2018-11-05 00:00:00,"2018","November"
"6781",2018,11,5,1,68,19,2018-11-05 01:00:00,"2018","November"
"6782",2018,11,5,2,74,27,2018-11-05 02:00:00,"2018","November"
"6783",2018,11,5,3,77,27,2018-11-05 03:00:00,"2018","November"
"6784",2018,11,5,4,80,28,2018-11-05 04:00:00,"2018","November"
"6785",2018,11,5,5,76,21,2018-11-05 05:00:00,"2018","November"
"6786",2018,11,5,6,76,24,2018-11-05 06:00:00,"2018","November"
"6787",2018,11,5,7,75,23,2018-11-05 07:00:00,"2018","November"
"6788",2018,11,5,8,74,22,2018-11-05 08:00:00,"2018","November"
"6789",2018,11,5,9,74,23,2018-11-05 09:00:00,"2018","November"
"6790",2018,11,5,10,73,21,2018-11-05 10:00:00,"2018","November"
"6791",2018,11,5,11,77,29,2018-11-05 11:00:00,"2018","November"
"6792",2018,11,5,12,80,28,2018-11-05 12:00:00,"2018","November"
"6793",2018,11,5,13,87,34,2018-11-05 13:00:00,"2018","November"
"6794",2018,11,5,14,88,31,2018-11-05 14:00:00,"2018","November"
"6795",2018,11,5,15,107,45,2018-11-05 15:00:00,"2018","November"
"6796",2018,11,5,16,109,40,2018-11-05 16:00:00,"2018","November"
"6797",2018,11,5,17,98,30,2018-11-05 17:00:00,"2018","November"
"6798",2018,11,5,18,93,30,2018-11-05 18:00:00,"2018","November"
"6799",2018,11,5,19,93,32,2018-11-05 19:00:00,"2018","November"
"6800",2018,11,5,20,91,30,2018-11-05 20:00:00,"2018","November"
"6801",2018,11,5,21,91,31,2018-11-05 21:00:00,"2018","November"
"6802",2018,11,5,22,90,30,2018-11-05 22:00:00,"2018","November"
"6803",2018,11,5,23,93,34,2018-11-05 23:00:00,"2018","November"
"6804",2018,11,6,0,78,18,2018-11-06 00:00:00,"2018","November"
"6805",2018,11,6,1,72,19,2018-11-06 01:00:00,"2018","November"
"6806",2018,11,6,2,61,12,2018-11-06 02:00:00,"2018","November"
"6807",2018,11,6,3,57,13,2018-11-06 03:00:00,"2018","November"
"6808",2018,11,6,4,53,11,2018-11-06 04:00:00,"2018","November"
"6809",2018,11,6,5,57,17,2018-11-06 05:00:00,"2018","November"
"6810",2018,11,6,6,58,16,2018-11-06 06:00:00,"2018","November"
"6811",2018,11,6,7,69,26,2018-11-06 07:00:00,"2018","November"
"6812",2018,11,6,8,76,27,2018-11-06 08:00:00,"2018","November"
"6813",2018,11,6,9,75,23,2018-11-06 09:00:00,"2018","November"
"6814",2018,11,6,10,82,30,2018-11-06 10:00:00,"2018","November"
"6815",2018,11,6,11,81,26,2018-11-06 11:00:00,"2018","November"
"6816",2018,11,6,12,90,35,2018-11-06 12:00:00,"2018","November"
"6817",2018,11,6,13,89,30,2018-11-06 13:00:00,"2018","November"
"6818",2018,11,6,14,92,33,2018-11-06 14:00:00,"2018","November"
"6819",2018,11,6,15,98,37,2018-11-06 15:00:00,"2018","November"
"6820",2018,11,6,16,104,39,2018-11-06 16:00:00,"2018","November"
"6821",2018,11,6,17,104,37,2018-11-06 17:00:00,"2018","November"
"6822",2018,11,6,18,96,30,2018-11-06 18:00:00,"2018","November"
"6823",2018,11,6,19,97,34,2018-11-06 19:00:00,"2018","November"
"6824",2018,11,6,20,95,32,2018-11-06 20:00:00,"2018","November"
"6825",2018,11,6,21,92,29,2018-11-06 21:00:00,"2018","November"
"6826",2018,11,6,22,93,32,2018-11-06 22:00:00,"2018","November"
"6827",2018,11,6,23,96,38,2018-11-06 23:00:00,"2018","November"
"6828",2018,11,7,0,95,31,2018-11-07 00:00:00,"2018","November"
"6829",2018,11,7,1,94,31,2018-11-07 01:00:00,"2018","November"
"6830",2018,11,7,2,94,33,2018-11-07 02:00:00,"2018","November"
"6831",2018,11,7,3,92,29,2018-11-07 03:00:00,"2018","November"
"6832",2018,11,7,4,92,32,2018-11-07 04:00:00,"2018","November"
"6833",2018,11,7,5,91,29,2018-11-07 05:00:00,"2018","November"
"6834",2018,11,7,6,94,38,2018-11-07 06:00:00,"2018","November"
"6835",2018,11,7,7,99,40,2018-11-07 07:00:00,"2018","November"
"6836",2018,11,7,8,103,40,2018-11-07 08:00:00,"2018","November"
"6837",2018,11,7,9,111,44,2018-11-07 09:00:00,"2018","November"
"6838",2018,11,7,10,115,44,2018-11-07 10:00:00,"2018","November"
"6839",2018,11,7,11,124,49,2018-11-07 11:00:00,"2018","November"
"6840",2018,11,7,12,127,48,2018-11-07 12:00:00,"2018","November"
"6841",2018,11,7,13,123,42,2018-11-07 13:00:00,"2018","November"
"6842",2018,11,7,14,123,45,2018-11-07 14:00:00,"2018","November"
"6843",2018,11,7,15,119,40,2018-11-07 15:00:00,"2018","November"
"6844",2018,11,7,16,120,44,2018-11-07 16:00:00,"2018","November"
"6845",2018,11,7,17,121,44,2018-11-07 17:00:00,"2018","November"
"6846",2018,11,7,18,124,49,2018-11-07 18:00:00,"2018","November"
"6847",2018,11,7,19,134,57,2018-11-07 19:00:00,"2018","November"
"6848",2018,11,7,20,138,55,2018-11-07 20:00:00,"2018","November"
"6849",2018,11,7,21,148,61,2018-11-07 21:00:00,"2018","November"
"6850",2018,11,7,22,154,70,2018-11-07 22:00:00,"2018","November"
"6851",2018,11,7,23,155,67,2018-11-07 23:00:00,"2018","November"
"6852",2018,11,8,0,157,70,2018-11-08 00:00:00,"2018","November"
"6853",2018,11,8,1,158,70,2018-11-08 01:00:00,"2018","November"
"6854",2018,11,8,2,159,73,2018-11-08 02:00:00,"2018","November"
"6855",2018,11,8,3,160,75,2018-11-08 03:00:00,"2018","November"
"6856",2018,11,8,4,159,70,2018-11-08 04:00:00,"2018","November"
"6857",2018,11,8,5,158,63,2018-11-08 05:00:00,"2018","November"
"6858",2018,11,8,6,136,32,2018-11-08 06:00:00,"2018","November"
"6859",2018,11,8,7,109,28,2018-11-08 07:00:00,"2018","November"
"6860",2018,11,8,8,102,33,2018-11-08 08:00:00,"2018","November"
"6861",2018,11,8,9,93,28,2018-11-08 09:00:00,"2018","November"
"6862",2018,11,8,10,93,32,2018-11-08 10:00:00,"2018","November"
"6863",2018,11,8,11,92,31,2018-11-08 11:00:00,"2018","November"
"6864",2018,11,8,12,96,36,2018-11-08 12:00:00,"2018","November"
"6865",2018,11,8,13,105,41,2018-11-08 13:00:00,"2018","November"
"6866",2018,11,8,14,99,33,2018-11-08 14:00:00,"2018","November"
"6867",2018,11,8,15,96,32,2018-11-08 15:00:00,"2018","November"
"6868",2018,11,8,16,92,30,2018-11-08 16:00:00,"2018","November"
"6869",2018,11,8,17,92,29,2018-11-08 17:00:00,"2018","November"
"6870",2018,11,8,18,76,18,2018-11-08 18:00:00,"2018","November"
"6871",2018,11,8,19,75,23,2018-11-08 19:00:00,"2018","November"
"6872",2018,11,8,20,77,26,2018-11-08 20:00:00,"2018","November"
"6873",2018,11,8,21,77,24,2018-11-08 21:00:00,"2018","November"
"6874",2018,11,8,22,79,27,2018-11-08 22:00:00,"2018","November"
"6875",2018,11,8,23,80,26,2018-11-08 23:00:00,"2018","November"
"6876",2018,11,9,0,76,22,2018-11-09 00:00:00,"2018","November"
"6877",2018,11,9,1,76,24,2018-11-09 01:00:00,"2018","November"
"6878",2018,11,9,2,81,30,2018-11-09 02:00:00,"2018","November"
"6879",2018,11,9,3,84,30,2018-11-09 03:00:00,"2018","November"
"6880",2018,11,9,4,84,28,2018-11-09 04:00:00,"2018","November"
"6881",2018,11,9,5,85,29,2018-11-09 05:00:00,"2018","November"
"6882",2018,11,9,6,89,34,2018-11-09 06:00:00,"2018","November"
"6883",2018,11,9,7,89,30,2018-11-09 07:00:00,"2018","November"
